id,source_dataset,source_url_json,categoria,subcategoria,nombre,descripcion,municipio,territorio,lat,lon,direccion,telefono,web,ficha_turismo
txk_00240,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,ETXEBARRI,"La casa rural Etxebarri se encuentra en uno de los parajes más espectaculares de Euskadi, ...",Aramaio,ARABA,43.0481422,-2.6309461,"Oleta, 41",945450123,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000210314_a1_rec_turismo/es_210314/210314-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000210314_a1_rec_turismo/es_210314/210314-ficha2.html
txk_00241,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,ETXEBERRI,Situada bajo el monte Ernio. La casa tiene 500 años y fue restaurada hace 3. Dispone de 4 habitac...,Errezil,GIPUZKOA,43.129154,-2.131669,Errezil 1,649 001 254,http://www.nekatur.net/etxeberri,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000384_a1_rec_turismo/es_384/384-ficha2.html
txk_00242,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,ETXEGORRI,Etxegorri Landetxea es un sitio perfecto para aquellas personas que buscan perderse entre prados ...,Orozko,BIZKAIA,43.08790569982004,-2.844233303075725,Urigoiti Auzoa 8,,http://www.casaruraletxegorri.com/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000014441_a1_rec_turismo/es_14441/14441-ficha2.html
txk_00243,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,ETZABALZAR,"Ubicada en Urnieta, a los pies de varias montañas y rodeada de naturaleza, la casa rural E...",Urnieta,GIPUZKOA,43.2415892,-1.9845341999999848,Lategui Auzoa 25,,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000079801_a1_rec_turismo/es_79801/79801-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000079801_a1_rec_turismo/es_79801/79801-ficha2.html
txk_00244,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,FUENTERNILLA,"Caserío rehabilitado situado en plena naturaleza, dispone de 2 habitaciones dobles con ba&...",Karrantza Harana/Valle de Carranza,BIZKAIA,43.23948312,-3.38669423,Matienzo Auzoa 30,946 806 350,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000409_a1_rec_turismo/es_409/409-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000409_a1_rec_turismo/es_409/409-ficha2.html
txk_00245,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GAIKOETXE,Caserío de nueva construcción ubicado en una zona rural a dos kilómetros de ...,Zarautz,GIPUZKOA,43.263685,-2.167987,Urteta Auzoa 415,,nekatur.net/gaikoetxe,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000330_a1_rec_turismo/es_330/330-ficha2.html
txk_00246,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GAILURRETAN,"En las faldas de los montes de Ordunte, esta casa rural ofrece la posibilidad de alojarse y disfr...",Karrantza Harana/Valle de Carranza,BIZKAIA,43.18020454,-3.36068817,Lanzas Agudas Auzoa 17,946 806 667,http://www.gailurretan.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000562_a1_rec_turismo/es_562/562-ficha2.html
txk_00247,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GANBARA,"Este caserío rodeado de montes ofrece habitaciones dobles con baño, calefacción y televisión. Ade...",Valdegovía/Gaubea,ARABA,42.82303,-3.041867,Cantales  5,620942331,http://www.nekatur.net/ganbara,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000024845_a1_rec_turismo/es_24845/24845-ficha2.html
txk_00248,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GANE,"Típico caserío vasco situado en el municipio de Barrika, cerca de Sopelana y sus pl...",Barrika,BIZKAIA,43.38771055838406,-2.953697233605952,Goierri Errepidea 33,946 761 683,http://www.ganelandetxea.com/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000358_a1_rec_turismo/es_358/358-ficha2.html
txk_00249,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GARABILLA LANDETXEA,"La casa rural Garabilla se encuentra en el barrio homónimo del pueblo Llanteno, en pleno c...",Ayala/Aiara,ARABA,43.1176889,-3.1013686,Garabilla Auzoa 18,,http://casaruralgarabilla.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000041602_a1_rec_turismo/es_41602/41602-ficha2.html
txk_00250,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GARAI,Caserío típico construido en 1845 y totalmente restaurado. Se encuentra al pie del ...,Orozko,BIZKAIA,43.09832246,-2.90671793,Beraza Auzoa 5,946 330 506,http://www.nekatur.net/garai,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000599_a1_rec_turismo/es_599/599-ficha2.html
txk_00251,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GARAIKO LANDETXEA,"Garaiko Landetxea está ubicada en en la pequeña localidad de Garai, en medio de la ...",Garai,BIZKAIA,43.192394,-2.6084571999999757,"San Migel Auzoa, 10",605742103,https://garaikolandetxea.com/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000071481_a1_rec_turismo/es_71481/71481-ficha2.html
txk_00252,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GARAIZAR,La casa rural Garaizar es un caserío tradicional vasco restaurado. Está situada en ...,Maruri-Jatabe,BIZKAIA,43.38620038243446,-2.861161598205635,Kurtzegana Auzoa 11,946 741 424,http://www.nekatur.net/garaizar,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000066282_a1_rec_turismo/es_66282/66282-ficha2.html
txk_00253,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GARRO,Caserío recientemente rehabilitado ubicado en el pequeño municipio de Munitibar. Di...,Munitibar-Arbatzegi Gerrikaitz,BIZKAIA,43.25879892668016,-2.5869109622573827,Gerrikaitz Auzoa 33,946 164 136,http://www.nekatur.net/garro,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000028044_a1_rec_turismo/es_28044/28044-ficha2.html
txk_00254,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GAUBEAKO EKHIA,"Gaubeako Ekhia es un espacio repleto de luz y calidez, enclavado en el pueblo de Valdegoví...",Valdegovía/Gaubea,ARABA,42.8088003,-3.04849779999995,La Iglesia 2 - 01423 VALDEGOVIA,,www.casaruralvaldegovia.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000094161_a1_rec_turismo/es_94161/94161-ficha2.html
txk_00255,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GAUBEKA,Caserío que conserva el estilo tradicional vasco y en el que la parte trasera destinada a ...,Bakio,BIZKAIA,43.4248797,-2.8199686,Urkitzaur Auzoa 17,,gaubeka.org,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000035167_a1_rec_turismo/es_35167/35167-ficha2.html
txk_00256,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GAZTELUBIDEA,"Emplazada en un bello entorno natural, la casa rural Gaztelubidea está compuesta por dos c...",Bernedo,ARABA,42.62602603,-2.49763098,Cementerio Viejo  2,660 478 737,http://www.gaztelubidea.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000014446_a1_rec_turismo/es_14446/14446-ficha2.html
txk_00257,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GESALTZA ETXEA,Casa rural de reciente construcción situada en el casco urbano de Salinas de Añana. Dividida en d...,Añana,ARABA,42.8025219,-2.98472899,Perruchico  1,663 088 258,http://www.gesaltzaetxea.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000015561_a1_rec_turismo/es_15561/15561-ficha2.html
txk_00258,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GOIKOETXE,Tradicional caserío vasco rodeado de paisajes naturales que dispone de 5 habitaciones dobl...,Zeanuri,BIZKAIA,43.09898866631563,-2.771970322753914,Uribe Auzoa 36,620143327,http://www.nekatur.net/goikoetxe,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000028046_a1_rec_turismo/es_28046/28046-ficha2.html
txk_00259,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GOIKOLA,"Agroturismo ubicado en el barrio de Lastur de Deba. Cuenta con 6 habitaciones dobles, tres ba&nti...",Deba,GIPUZKOA,43.2492171,-2.33009795,"Lastur Goia, 17",,http://www.goikola.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000619_a1_rec_turismo/es_619/619-ficha2.html
txk_00260,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GOIZNABAR,"Situada estratégicamente entre mar y montaña, este alojamiento con encanto es el lu...",Hondarribia,GIPUZKOA,43.3675738,-1.8125371,Akartegi Auzoa 39,638089388,http://www.goiznabar.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000094241_a1_rec_turismo/es_94241/94241-ficha2.html
txk_00261,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GORBEA BIDE,"Caserío de piedra del siglo XVI, situado en el Parque del Gorbeia. Está totalm...",Zuia,ARABA,42.96840248,-2.82574106,Pagazuri.  8,945430046,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000401_a1_rec_turismo/es_401/401-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000401_a1_rec_turismo/es_401/401-ficha2.html
txk_00262,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GOROSARRI,"La casa rural Gorosarri es un caserío del siglo XV, que se rehabilitó en el 2011 respetando las c...",Eskoriatza,GIPUZKOA,42.99455967101158,-2.562980124633782,Zarimutz Elizatea Auzoa 32,943 715 727,http://www.gorosarri.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000065624_a1_rec_turismo/es_65624/65624-ficha2.html
txk_00263,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GOXO-GOXO,"La casa rural Goxo-Goxo está ubicada en Errezil, un municipio guipuzcoano que ofrece un en...",Errezil,GIPUZKOA,43.16531459999999,-2.1748064,"Gorotzene Goikoa, 41",690949949,https://goxogoxoerrezil.com/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000215413_a1_rec_turismo/es_215413/215413-ficha2.html
txk_00264,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GUIKURI,"Guikuri está situado en el Parque Natural del Gorbea, dispone de varios edificios: en el e...",Zigoitia,ARABA,42.97430765,-2.73965357,"Goikuri Kalea/Calle, Nº 1 ( 01138) Murua (Zigoitia) Alava/Araba",945464084,www.guikuri.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000468_a1_rec_turismo/es_468/468-ficha2.html
txk_00265,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GURE AMETSA,Caserío de nueva construcción con vistas al mar. Dispone de tres habitaciones doble...,Getaria,GIPUZKOA,43.30162813,-2.23737978,Askizu Auzoa 35,943 140 077,http://www.nekatur.net/gureametsa,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000624_a1_rec_turismo/es_624/624-ficha2.html
txk_00266,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GURE NAIA,"El agroturismo Gure Naia se encuentra ubicado en Karrantza, en el tranquilo barrio de Ahedo, dond...",Karrantza Harana/Valle de Carranza,BIZKAIA,43.22875761751681,-3.355387080950929,"Barrio Ahedo, 6",699415944,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000207633_a1_rec_turismo/es_207633/207633-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000207633_a1_rec_turismo/es_207633/207633-ficha2.html
txk_00267,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,GUZURTEGI,"Típico caserío vasco enmarcado en una zona privilegiada, ya que se encuentra arropado por la Sier...",Ayala/Aiara,ARABA,43.05192474044508,-3.058997999999974,Oruro Auzoa 7,945 399 438,http://www.guzurtegi.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000400_a1_rec_turismo/es_400/400-ficha2.html
txk_00268,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,HAITZALDE,"Situado en Mutriku con unas preciosas vistas al mar, el agroturismo Haitzalde consta de seis habi...",Mutriku,GIPUZKOA,43.31463396267762,-2.3871855099731647,Galdona 5,943 604 865,http://www.haitzalde.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000035342_a1_rec_turismo/es_35342/35342-ficha2.html
txk_00269,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,HAIZEABERRI,"Caserío reconstruido sobre un antiguo pajar y situado en Urola-Kosta, en Aizarnazabal, ent...",Aizarnazabal,GIPUZKOA,43.2632115,-2.2378518,Zubiladea Auzoa 1,622408321,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000014143_a1_rec_turismo/es_14143/14143-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000014143_a1_rec_turismo/es_14143/14143-ficha2.html
txk_00270,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,HARITZPE,Hermosa casa rural de nueva construcción y muy espaciosa. Está situada en un entorno rural inmejo...,Hondarribia,GIPUZKOA,43.36051899,-1.79707909,Zimizarga Auzoa 49,635 727 118,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000629_a1_rec_turismo/es_629/629-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000629_a1_rec_turismo/es_629/629-ficha2.html
txk_00271,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,HARIZPE,"Agroturismo ubicado en un caserío de nueva construcción, pero de arquitectura tradi...",Ondarroa,BIZKAIA,43.32408778943345,-2.4351236084253003,Goimendia Auzoa 7,946 832 367,http://www.harizpe.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000017403_a1_rec_turismo/es_17403/17403-ficha2.html
txk_00272,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,HAUNDIKOA,"Caserío de nueva construcción, situado en el Parque Natural de Aralar. Dispone de 6...",Amezketa,GIPUZKOA,43.04353333,-2.09371317,"Larraitz, 2",,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000380_a1_rec_turismo/es_380/380-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000380_a1_rec_turismo/es_380/380-ficha2.html
txk_00273,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,HC. IGNACIANO,"La casa rural HC Ignaciano se sitúa en Bujanda, concejo del municipio de Campezo (Á...",Campezo/Kanpezu,ARABA,42.67562972877722,-2.406393685319472,"La Fuente Kalea/Calle, Nº 1",,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000202413_a1_rec_turismo/es_202413/202413-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000202413_a1_rec_turismo/es_202413/202413-ficha2.html
txk_00274,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,HEMINGWAY KANALA,Kanala Etxea se sitúa frente de ría de Urdaibai en la comarca vizcaína de Bu...,Sukarrieta,BIZKAIA,43.38541494929424,-2.678900649143202,Kanala Auzoa 19,666680801,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000095061_a1_rec_turismo/es_95061/95061-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000095061_a1_rec_turismo/es_95061/95061-ficha2.html
txk_00275,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,HERRANETXE,"Agroturismo rehabilitado ubicado en el municipio alavés de Valdegovía, enclavado en las proximida...",Valdegovía/Gaubea,ARABA,42.90618032,-3.20348178,La Iglesia  36,945353182,www.nekatur.net/herranetxe,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000378_a1_rec_turismo/es_378/378-ficha2.html
txk_00276,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,HIGERALDE,"Edificio de nueva construcción, decorado en estilo rústico y con un toque moderno. La casa rural ...",Hondarribia,GIPUZKOA,43.393417,-1.792367,Akartegi Auzoa 37. 13,679847727,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000013823_a1_rec_turismo/es_13823/13823-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000013823_a1_rec_turismo/es_13823/13823-ficha2.html
txk_00277,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IABITI AURREKOA,"Caserío de más de 200 años de antigüedad, rehabilitado respetando su es...",Zamudio,BIZKAIA,43.28280036,-2.85732775,Arteaga Auzunea 13,,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000447_a1_rec_turismo/es_447/447-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000447_a1_rec_turismo/es_447/447-ficha2.html
txk_00278,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IBAIAKO ETXEA,Agroturismo al que se accede fácilmente desde la AP-1. Disponen de habitaciones con t...,Armiñón,ARABA,42.72388077059111,-2.8723165079345563,"Real,  4",657 770 156,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000045321_a1_rec_turismo/es_45321/45321-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000045321_a1_rec_turismo/es_45321/45321-ficha2.html
txk_00279,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IBARRA,Edificio adosado a un antiguo molino del siglo XVII. Está situado entre los Parques Natura...,Amorebieta-Etxano,BIZKAIA,43.2125137,-2.71961493,Ibarra Auzoa 7,946734182,http://www.agroturismoibarra.es,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000589_a1_rec_turismo/es_589/589-ficha2.html
txk_00280,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IBARRE,Hermoso caserío rehabilitado situado a escasos metros del casco urbano del pequeño ...,Antzuola,GIPUZKOA,43.09669056,-2.37696085,Irimo Goena Auzoa 1,943766310,http://www.ibarre.com/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000610_a1_rec_turismo/es_610/610-ficha2.html
txk_00281,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IBARROLA BEKOA,"El caserío Ibarrola Bekoa, recientemente rehabilitado, se encuentra en el Parque Natural d...",Aia,GIPUZKOA,43.25741488478572,-2.1439700437805413,Laurgain 15,659 215 392,http://www.ibarrolabekoa.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000040001_a1_rec_turismo/es_40001/40001-ficha2.html
txk_00282,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IBARROLA TXIKI,"Ibarrola Txiki, situado en lo alto de Usurbil y a 5 Km. de San Sebastián, es una casa rura...",Usurbil,GIPUZKOA,43.2714405,-2.0498542999999927,Kalezar Auzoa 62,943363007,http://www.ibarrolatxiki.com/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000072342_a1_rec_turismo/es_72342/72342-ficha2.html
txk_00283,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IBARRONDO ETXEA,Casa de nueva construccion situada a los pies del monte Jata y muy cerca de la Reserva de la Bios...,Mungia,BIZKAIA,43.36914774061522,-2.8166552720654314,Txirlone Bidea 4,946 155 599,http://www.ibarrondoetxea.es,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000516_a1_rec_turismo/es_516/516-ficha2.html
txk_00284,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IBERNALO,"Casa rural situada a 1 kilómetro de Santa Cruz de Campezo, anexa a la ermita de Nuestra Se...",Campezo/Kanpezu,ARABA,42.66589723508335,-2.329099239394509,Carretera La Ermita 30,645728366,www.ibernalorural.com,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000464_a1_rec_turismo/es_464/464-ficha2.html
txk_00285,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IBERREKO ERROTA,"Antiguo molino totalmente rehabilitado, ubicado en el municipio de Muxika, en la Reserva de la Bi...",Muxika,BIZKAIA,43.26837241,-2.68454065,Ariatza Auzoa 37,946254567,www.iberrekoerrota.es,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000586_a1_rec_turismo/es_586/586-ficha2.html
txk_00286,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IGELDO,"Agroturismo ubicado entre la localidad costera de Orio y Donostia-San Sebastián, con bella...",Orio,GIPUZKOA,43.3065991291697,-2.03654766082764,"Benta aldea, 12",,https://igeldoturismo.wixsite.com/igeldoturismo,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000014522_a1_rec_turismo/es_14522/14522-ficha2.html
txk_00287,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IKETXE,Caserío de nueva construcción según el estilo tradicional vasco. Está...,Hondarribia,GIPUZKOA,43.36068507,-1.81042562,Arkolla Auzoa 61,943644391,www.nekatur.net/iketxe,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000355_a1_rec_turismo/es_355/355-ficha2.html
txk_00288,alojamientos_rurales,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/alojamientos_rurales_euskadi/opendata/alojamientos.json,Alojamiento,Alojamientos rurales,IKETZA GOIKUE,Caserío de arquitectura típica vasca situado en plena naturaleza. Dispone de seis h...,Markina-Xemein,BIZKAIA,43.25000122,-2.49541485,Iturreta Auzoa 24-B,618146006,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000534_a1_rec_turismo/es_534/534-ficha2.html,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/a_alojamiento/0000000534_a1_rec_turismo/es_534/534-ficha2.html
